Strike;Last;Net;Bid;Ask;Vol;Int
SPXW1610F1810-E ;232.50;0.0;229.60;241.80;0;6
SPXW1610F1815-E ;0.0;0.0;224.70;236.90;0;0
SPXW1610F1820-E ;0.0;0.0;219.70;232.00;0;0
SPXW1610F1825-E ;0.0;0.0;214.80;227.10;0;0
SPXW1610F1830-E ;0.0;0.0;209.90;222.20;0;0
SPXW1610F1835-E ;0.0;0.0;205.00;217.30;0;0
SPXW1610F1840-E ;211.50;0.0;200.10;212.40;0;7
SPXW1610F1845-E ;0.0;0.0;195.00;207.30;0;0
SPXW1610F1850-E ;242.50;0.0;190.30;202.60;0;1
SPXW1610F1855-E ;208.00;0.0;185.50;197.70;0;2
SPXW1610F1860-E ;0.0;0.0;180.40;192.70;0;0
SPXW1610F1865-E ;227.85;0.0;175.80;188.00;0;1
SPXW1610F1870-E ;0.0;0.0;170.90;183.20;0;0
SPXW1610F1875-E ;0.0;0.0;166.20;178.40;0;0
SPXW1610F1880-E ;173.90;0.0;161.30;173.60;0;7
SPXW1610F1885-E ;175.80;0.0;156.50;168.80;0;6
SPXW1610F1890-E ;185.20;0.0;151.80;164.00;0;6
SPXW1610F1895-E ;0.0;0.0;147.00;159.20;0;0
SPXW1610F1900-E ;0.0;0.0;142.10;154.30;0;0
SPXW1610F1905-E ;0.0;0.0;137.60;149.70;0;0
SPXW1610F1910-E ;0.0;0.0;132.90;145.00;0;0
SPXW1610F1915-E ;0.0;0.0;128.00;140.10;0;0
SPXW1610F1920-E ;0.0;0.0;123.60;135.70;0;0
SPXW1610F1925-E ;137.90;-34.80;119.00;131.00;1;13
SPXW1610F1930-E ;147.41;0.0;119.50;121.30;0;1
SPXW1610F1935-E ;153.10;0.0;114.90;116.70;0;0
SPXW1610F1940-E ;129.35;0.0;110.40;112.10;0;3
SPXW1610F1945-E ;118.56;-14.72;105.90;107.60;1;1
SPXW1610F1950-E ;120.30;0.0;101.50;103.10;0;49
SPXW1610F1955-E ;115.45;0.0;97.10;98.70;0;2
SPXW1610F1960-E ;100.00;0.0;92.70;94.30;0;1
SPXW1610F1965-E ;101.20;0.0;88.40;90.00;0;3
SPXW1610F1970-E ;83.90;-6.22;84.20;85.70;121;12
SPXW1610F1975-E ;89.95;0.0;80.00;81.50;0;11
SPXW1610F1980-E ;121.20;0.0;75.80;77.30;0;5
SPXW1610F1985-E ;86.10;0.0;71.80;73.10;0;2
SPXW1610F1990-E ;70.70;0.0;67.80;69.10;0;30
SPXW1610F1995-E ;84.25;0.0;63.80;65.10;0;54
SPXW1610F2000-E ;67.34;-4.31;60.00;61.10;23;25
SPXW1610F2005-E ;70.60;0.0;56.20;57.30;0;90
SPXW1610F2010-E ;65.00;0.0;52.50;53.50;0;28
SPXW1610F2015-E ;55.95;-7.05;48.90;49.90;5;86
SPXW1610F2020-E ;61.40;0.0;45.30;46.20;0;20
SPXW1610F2025-E ;45.80;-12.50;41.90;42.80;1;55
SPXW1610F2030-E ;38.45;-12.35;38.50;39.50;11;41
SPXW1610F2035-E ;42.60;-3.00;35.30;36.10;25;49
SPXW1610F2040-E ;31.79;-13.26;32.10;32.90;20;80
SPXW1610F2045-E ;28.90;-12.30;29.10;29.90;15;71
SPXW1610F2050-E ;26.25;-10.45;26.20;27.00;85;2155
SPXW1610F2055-E ;22.30;-12.60;23.40;24.20;16;92
SPXW1610F2060-E ;20.66;-8.84;20.80;21.50;303;683
SPXW1610F2065-E ;18.20;-8.70;18.30;19.00;143;149
SPXW1610F2070-E ;15.90;-8.20;16.00;16.60;87;370
SPXW1610F2075-E ;13.64;-7.21;13.80;14.40;3450;737
SPXW1610F2080-E ;11.90;-6.35;11.90;12.40;975;3298
SPXW1610F2085-E ;10.10;-8.30;10.10;10.60;148;208
SPXW1610F2090-E ;8.40;-5.65;8.50;8.90;110;1054
SPXW1610F2095-E ;7.02;-5.98;7.10;7.50;1102;3981
SPXW1610F2100-E ;5.90;-4.50;5.80;6.20;2227;4344
SPXW1610F2105-E ;4.75;-3.85;4.80;5.10;66;714
SPXW1610F2110-E ;3.90;-4.40;3.80;4.20;1321;5990
SPXW1610F2115-E ;3.10;-2.85;3.10;3.40;147;277
SPXW1610F2120-E ;2.50;-2.60;2.45;2.70;194;6592
SPXW1610F2125-E ;2.00;-1.75;1.95;2.20;216;5687
SPXW1610F2130-E ;1.70;-1.40;1.55;1.75;727;3902
SPXW1610F2135-E ;1.35;-1.33;1.20;1.40;150;1285
SPXW1610F2140-E ;1.00;-0.90;0.95;1.15;488;1536
SPXW1610F2145-E ;0.90;-0.65;0.75;0.95;59;4629
SPXW1610F2150-E ;0.70;-0.55;0.60;0.80;122;6647
SPXW1610F2155-E ;0.59;-0.51;0.50;0.65;68;693
SPXW1610F2160-E ;0.48;-0.47;0.40;0.55;70;6302
SPXW1610F2165-E ;0.44;-0.31;0.35;0.50;60;732
SPXW1610F2170-E ;0.30;-0.25;0.30;0.45;54;1387
SPXW1610F2175-E ;0.29;-0.21;0.25;0.40;36;1017
SPXW1610F2180-E ;0.28;-0.31;0.20;0.35;31;573
SPXW1610F2185-E ;0.25;-0.10;0.20;0.30;16;132
SPXW1610F2190-E ;0.20;-0.14;0.15;0.30;30;185
SPXW1610F2195-E ;0.30;0.0;0.15;0.25;0;65
SPXW1610F2200-E ;0.13;-0.12;0.15;0.25;338;4408
SPXW1610F2205-E ;0.19;-0.31;0.10;0.25;11;105
SPXW1610F2210-E ;0.50;0.0;0.10;0.20;0;134
SPXW1610F2215-E ;0.45;0.0;0.10;0.30;0;26
SPXW1610F2220-E ;0.40;0.0;0.10;0.20;0;56
SPXW1610F2225-E ;0.15;0.0;0.05;0.20;0;627
SPXW1610F2230-E ;0.15;-0.20;0.05;0.20;3;29
SPXW1610F2240-E ;0.30;0.0;0.05;0.25;0;36
SPXW1610F2250-E ;0.10;-0.15;0.05;0.15;101;1066
SPXW1610F2260-E ;0.10;-0.10;0.05;0.15;1;175
SPXW1610F2270-E ;0.20;0.0;0.0;0.25;0;12
SPXW1610F2275-E ;0.05;0.0;0.0;0.25;0;59
SPXW1610F2300-E ;0.10;0.0;0.0;0.10;0;172
SPXW1610F2325-E ;0.05;0.0;0.0;0.10;0;468
SPXW1610F2350-E ;0.05;0.0;0.0;0.10;0;559
SPXW1610F2400-E ;0.15;0.0;0.0;0.05;0;107
SPXW1610F2450-E ;0.05;0.0;0.0;0.05;0;163
SPXW1610F2500-E ;0.05;0.0;0.0;0.05;0;84
